usd_cleaning_fee,f_property_type,f_room_type,f_cancellation_policy,f_bed_type,f_neighbourhood_cleansed,usd_price_day,p_host_response_rate,n_accommodates,n_bathrooms,n_review_scores_rating,n_number_of_reviews,n_guests_included,n_reviews_per_month,n_extra_people,n_minimum_nights,n_beds,n_days_since,d_24hourcheckin,d_airconditioning,d_breakfast,d_buzzerwirelessintercom,d_cabletv,d_carbonmonoxidedetector,d_cats,d_dogs,d_doorman,d_doormanentry,d_dryer,d_elevatorinbuilding,d_essentials,d_familykidfriendly,d_fireextinguisher,d_firstaidkit,d_freeparkingonpremises,d_freeparkingonstreet,d_gym,d_hairdryer,d_hangers,d_heating,d_hottub,d_indoorfireplace,d_internet,d_iron,d_keypad,d_kitchen,d_laptopfriendlyworkspace,d_lockonbedroomdoor,d_lockbox,d_otherpets,d_paidparkingoffpremises,d_petsallowed,d_petsliveonthisproperty,d_pool,d_privateentrance,d_privatelivingroom,d_safetycard,d_selfcheckin,d_shampoo,d_smartlock,d_smokedetector,d_smokingallowed,d_suitableforevents,d_tv,d_washer,d_washerdryer,d_wheelchairaccessible,d_wirelessinternet,price,neighbourhood_cleansed,cancellation_policy,room_type,property_type
30,Apartment,Entire home/apt,strict,Real Bed,Hackney,139,100,7,1,91,164,4,5.54,15,3,4,887,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,139,Hackney,strict,Entire home/apt,Apartment
10,Apartment,Private room,flexible,Real Bed,Hackney,24,NA,1,1,NA,0,1,NA,0,14,1,NA,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,24,Hackney,flexible,Private room,Apartment
20,Apartment,Entire home/apt,moderate,Real Bed,Hackney,100,NA,4,1,NA,0,1,NA,0,4,2,NA,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,100,Hackney,moderate,Entire home/apt,Apartment
NA,Apartment,Entire home/apt,flexible,Real Bed,Hackney,200,NA,3,1,NA,0,1,NA,0,5,2,NA,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,200,Hackney,flexible,Entire home/apt,Apartment
NA,Apartment,Private room,moderate,Real Bed,Hackney,50,100,2,1,100,1,1,1,25,10,1,28,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,50,Hackney,moderate,Private room,Apartment
40,House,Entire home/apt,strict,Real Bed,Hackney,110,100,5,3,100,1,5,0.15,20,6,3,197,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,110,Hackney,strict,Entire home/apt,House
10,Apartment,Private room,strict,Real Bed,Hackney,40,100,1,1,90,2,1,2,0,2,1,27,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,40,Hackney,strict,Private room,Apartment
NA,Apartment,Private room,flexible,Real Bed,Hackney,27,NA,1,1,100,2,1,0.21,0,1,1,286,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,27,Hackney,flexible,Private room,Apartment
NA,Apartment,Private room,flexible,Real Bed,Hackney,49,0,1,1,NA,0,1,NA,0,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,49,Hackney,flexible,Private room,Apartment
NA,Apartment,Private room,strict,Real Bed,Hackney,50,100,4,1.5,88,138,2,3.27,10,1,3,1266,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,50,Hackney,strict,Private room,Apartment
45,House,Entire home/apt,strict,Real Bed,Hackney,129,NA,7,1.5,100,3,1,0.15,15,2,4,586,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,129,Hackney,strict,Entire home/apt,House
51,Apartment,Entire home/apt,strict,Real Bed,Hackney,90,100,2,1,100,3,1,1.08,0,2,1,82,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,90,Hackney,strict,Entire home/apt,Apartment
20,House,Private room,moderate,Real Bed,Hackney,33,50,2,1,NA,0,1,NA,10,3,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,33,Hackney,moderate,Private room,House
35,Apartment,Shared room,moderate,Real Bed,Hackney,108,100,6,2,95,71,4,2.88,20,2,2,738,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,108,Hackney,moderate,Shared room,Apartment
NA,Apartment,Entire home/apt,flexible,Real Bed,Hackney,80,NA,3,1,NA,0,1,NA,0,2,2,NA,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,80,Hackney,flexible,Entire home/apt,Apartment
NA,Apartment,Private room,flexible,Real Bed,Hackney,40,50,2,1,NA,0,1,NA,0,1,1,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,40,Hackney,flexible,Private room,Apartment
73,House,Entire home/apt,moderate,Real Bed,Hackney,60,100,6,1.5,100,2,2,0.98,8,1,3,60,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,60,Hackney,moderate,Entire home/apt,House
NA,Apartment,Private room,flexible,Real Bed,Hackney,45,NA,2,1,NA,0,1,NA,0,4,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,45,Hackney,flexible,Private room,Apartment
NA,Apartment,Private room,moderate,Real Bed,Hackney,30,NA,2,1,100,2,1,0.1,0,2,1,584,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,30,Hackney,moderate,Private room,Apartment
10,House,Private room,flexible,Real Bed,Hackney,30,NA,1,1.5,NA,0,1,NA,0,5,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,30,Hackney,flexible,Private room,House
20,Apartment,Private room,flexible,Real Bed,Hackney,160,100,2,1,NA,0,1,NA,0,1,1,NA,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,160,Hackney,flexible,Private room,Apartment
NA,Apartment,Private room,flexible,Real Bed,Hackney,50,NA,2,1,NA,0,2,NA,30,1,1,NA,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,50,Hackney,flexible,Private room,Apartment
145,House,Entire home/apt,strict,Real Bed,Hackney,222,98,6,2,NA,0,1,NA,0,3,3,NA,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,222,Hackney,strict,Entire home/apt,House
NA,Apartment,Entire home/apt,strict,Real Bed,Hackney,90,90,2,1,95,15,1,1.47,0,1,1,306,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,90,Hackney,strict,Entire home/apt,Apartment
73,Apartment,Entire home/apt,moderate,Real Bed,Hackney,80,100,5,1,84,11,4,4.29,15,2,3,76,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,80,Hackney,moderate,Entire home/apt,Apartment
NA,Apartment,Private room,strict,Real Bed,Hackney,29,100,2,1,83,7,1,0.21,0,7,3,999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,29,Hackney,strict,Private room,Apartment
NA,House,Private room,moderate,Real Bed,Hackney,42,NA,2,1,NA,0,1,NA,0,2,1,NA,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,42,Hackney,moderate,Private room,House
NA,Apartment,Entire home/apt,flexible,Real Bed,Hackney,130,89,2,1,NA,0,1,NA,0,5,1,NA,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,130,Hackney,flexible,Entire home/apt,Apartment
NA,Apartment,Private room,flexible,Real Bed,Hackney,35,0,2,1,100,1,1,0.26,20,1,1,113,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,35,Hackney,flexible,Private room,Apartment
20,Apartment,Entire home/apt,flexible,Real Bed,Hackney,100,80,4,1,100,2,1,0.97,0,2,2,61,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,100,Hackney,flexible,Entire home/apt,Apartment
NA,Apartment,Private room,flexible,Real Bed,Hackney,40,NA,2,1,NA,0,1,NA,0,1,1,NA,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,40,Hackney,flexible,Private room,Apartment
64,Apartment,Entire home/apt,flexible,Real Bed,Hackney,301,100,6,1,100,5,1,0.36,0,1,3,412,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,301,Hackney,flexible,Entire home/apt,Apartment
NA,House,Private room,flexible,Couch,Hackney,40,NA,2,3,NA,0,1,NA,0,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,40,Hackney,flexible,Private room,House
NA,Apartment,Entire home/apt,moderate,Real Bed,Hackney,50,NA,2,1,NA,0,1,NA,0,1,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,50,Hackney,moderate,Entire home/apt,Apartment
NA,Apartment,Private room,flexible,Real Bed,Hackney,48,NA,2,1,86,7,1,0.54,0,3,1,390,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,48,Hackney,flexible,Private room,Apartment
15,Apartment,Private room,strict,Real Bed,Hackney,40,100,3,2,80,1,1,1,0,2,1,18,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,40,Hackney,strict,Private room,Apartment
20,Apartment,Private room,flexible,Real Bed,Hackney,36,50,1,1,NA,0,1,NA,0,5,1,NA,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,36,Hackney,flexible,Private room,Apartment
60,House,Entire home/apt,strict,Real Bed,Hackney,190,0,5,3,100,4,1,0.21,0,3,3,581,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,190,Hackney,strict,Entire home/apt,House
NA,House,Private room,flexible,Real Bed,Hackney,37,0,2,1,93,3,1,0.31,0,1,1,289,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,37,Hackney,flexible,Private room,House
5,Apartment,Private room,moderate,Real Bed,Hackney,30,80,2,1,93,34,1,0.75,0,3,1,1368,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,30,Hackney,moderate,Private room,Apartment
NA,Apartment,Private room,flexible,Real Bed,Hackney,50,NA,2,1,NA,0,1,NA,0,1,1,NA,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,50,Hackney,flexible,Private room,Apartment
10,Apartment,Private room,flexible,Real Bed,Hackney,29,50,2,1,90,2,1,0.18,9,2,1,330,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,29,Hackney,flexible,Private room,Apartment
NA,Apartment,Private room,flexible,Real Bed,Hackney,35,NA,2,1,100,1,1,0.07,0,1,2,433,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,35,Hackney,flexible,Private room,Apartment
60,Apartment,Entire home/apt,strict,Real Bed,Hackney,90,100,6,2,95,42,3,4.98,15,2,3,252,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,90,Hackney,strict,Entire home/apt,Apartment
NA,House,Entire home/apt,flexible,Real Bed,Hackney,60,NA,3,2,NA,0,1,NA,0,1,2,NA,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,60,Hackney,flexible,Entire home/apt,House
40,Apartment,Entire home/apt,strict,Real Bed,Hackney,120,75,6,1,93,20,1,3.11,0,1,3,192,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,120,Hackney,strict,Entire home/apt,Apartment
NA,Apartment,Private room,flexible,Real Bed,Hackney,25,NA,2,1,NA,0,1,NA,0,1,1,NA,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,25,Hackney,flexible,Private room,Apartment
50,House,Private room,strict,Real Bed,Hackney,50,NA,1,1,NA,0,4,NA,0,7,1,NA,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,50,Hackney,strict,Private room,House
30,Apartment,Private room,moderate,Real Bed,Hackney,35,NA,2,1,NA,0,1,NA,0,3,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,35,Hackney,moderate,Private room,Apartment
15,House,Private room,moderate,Real Bed,Hackney,38,43,2,1,NA,0,1,NA,0,2,1,NA,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,38,Hackney,moderate,Private room,House
5,Apartment,Entire home/apt,strict,Real Bed,Hackney,35,100,2,1,97,7,1,0.36,15,3,2,580,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,35,Hackney,strict,Entire home/apt,Apartment
20,Apartment,Entire home/apt,moderate,Real Bed,Hackney,140,100,5,1,96,21,4,3.99,0,2,2,157,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,140,Hackney,moderate,Entire home/apt,Apartment
NA,Apartment,Private room,flexible,Real Bed,Hackney,35,NA,2,1,100,1,1,0.05,5,2,1,564,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,35,Hackney,flexible,Private room,Apartment
13,Apartment,Private room,flexible,Real Bed,Hackney,19,98,2,1,80,9,1,4.5,0,3,1,59,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,19,Hackney,flexible,Private room,Apartment
10,Apartment,Private room,flexible,Real Bed,Hackney,40,100,2,1,NA,0,1,NA,15,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,Hackney,flexible,Private room,Apartment
10,Apartment,Entire home/apt,flexible,Real Bed,Hackney,72,100,2,1,100,7,1,7,10,2,1,27,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,72,Hackney,flexible,Entire home/apt,Apartment
95,Apartment,Entire home/apt,strict,Real Bed,Hackney,175,98,4,1,NA,0,1,NA,0,3,2,NA,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,175,Hackney,strict,Entire home/apt,Apartment
20,House,Private room,strict,Couch,Hackney,25,90,1,1,97,8,1,0.27,0,10,1,898,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,25,Hackney,strict,Private room,House
60,House,Entire home/apt,moderate,Real Bed,Hackney,100,NA,6,1.5,NA,0,4,NA,10,2,3,NA,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,100,Hackney,moderate,Entire home/apt,House
15,Apartment,Entire home/apt,moderate,Real Bed,Hackney,106,NA,4,2,95,4,1,0.31,0,3,2,388,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,106,Hackney,moderate,Entire home/apt,Apartment
10,Apartment,Entire home/apt,moderate,Real Bed,Hackney,80,100,2,1,100,1,1,0.27,0,3,1,111,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,80,Hackney,moderate,Entire home/apt,Apartment
NA,House,Entire home/apt,strict,Real Bed,Hackney,130,100,4,1,100,3,1,0.58,0,3,2,153,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,130,Hackney,strict,Entire home/apt,House
NA,Apartment,Entire home/apt,flexible,Real Bed,Hackney,70,100,2,1,100,1,1,0.36,0,1,1,83,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,70,Hackney,flexible,Entire home/apt,Apartment
65,Apartment,Entire home/apt,moderate,Real Bed,Hackney,110,100,4,1,95,14,1,1.46,0,2,1,287,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,110,Hackney,moderate,Entire home/apt,Apartment
NA,Apartment,Private room,flexible,Real Bed,Hackney,39,100,2,1,NA,0,1,NA,0,1,2,NA,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,39,Hackney,flexible,Private room,Apartment
NA,House,Entire home/apt,flexible,Real Bed,Hackney,180,NA,4,1,90,2,1,0.05,0,6,2,1246,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,180,Hackney,flexible,Entire home/apt,House
30,Apartment,Entire home/apt,strict,Real Bed,Hackney,69,70,2,1,93,7,2,1.12,20,1,1,186,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,69,Hackney,strict,Entire home/apt,Apartment
NA,Apartment,Private room,moderate,Real Bed,Hackney,59,100,2,2,96,16,1,0.4,25,1,1,1189,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,59,Hackney,moderate,Private room,Apartment
NA,Apartment,Private room,flexible,Real Bed,Hackney,26,NA,2,1,100,2,1,0.17,0,6,1,346,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,26,Hackney,flexible,Private room,Apartment
45,House,Entire home/apt,strict,Real Bed,Hackney,190,89,6,2,100,4,1,0.21,0,5,4,567,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,190,Hackney,strict,Entire home/apt,House
12,Apartment,Private room,flexible,Real Bed,Hackney,42,100,2,2,100,1,1,0.5,15,2,1,59,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,42,Hackney,flexible,Private room,Apartment
NA,Apartment,Private room,flexible,Real Bed,Hackney,70,100,2,1,NA,0,1,NA,0,3,1,NA,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,70,Hackney,flexible,Private room,Apartment
25,Apartment,Entire home/apt,flexible,Real Bed,Hackney,90,50,2,1,100,4,1,0.42,0,2,1,288,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,90,Hackney,flexible,Entire home/apt,Apartment
30,Apartment,Entire home/apt,strict,Couch,Hackney,80,NA,4,1,90,2,1,0.14,0,1,2,418,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,80,Hackney,strict,Entire home/apt,Apartment
NA,House,Private room,flexible,Real Bed,Hackney,50,0,2,2,NA,0,1,NA,0,90,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,50,Hackney,flexible,Private room,House
15,Apartment,Entire home/apt,moderate,Real Bed,Hackney,89,NA,3,1,100,1,2,0.07,30,3,1,428,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,89,Hackney,moderate,Entire home/apt,Apartment
