usd_cleaning_fee,f_property_type,f_room_type,f_cancellation_policy,f_bed_type,f_neighbourhood_cleansed,usd_price_day,p_host_response_rate,n_accommodates,n_bathrooms,n_review_scores_rating,n_number_of_reviews,n_guests_included,n_reviews_per_month,n_extra_people,n_minimum_nights,n_beds,n_days_since,d_24hourcheckin,d_airconditioning,d_breakfast,d_buzzerwirelessintercom,d_cabletv,d_carbonmonoxidedetector,d_cats,d_dogs,d_doorman,d_doormanentry,d_dryer,d_elevatorinbuilding,d_essentials,d_familykidfriendly,d_fireextinguisher,d_firstaidkit,d_freeparkingonpremises,d_freeparkingonstreet,d_gym,d_hairdryer,d_hangers,d_heating,d_hottub,d_indoorfireplace,d_internet,d_iron,d_keypad,d_kitchen,d_laptopfriendlyworkspace,d_lockonbedroomdoor,d_lockbox,d_otherpets,d_paidparkingoffpremises,d_petsallowed,d_petsliveonthisproperty,d_pool,d_privateentrance,d_privatelivingroom,d_safetycard,d_selfcheckin,d_shampoo,d_smartlock,d_smokedetector,d_smokingallowed,d_suitableforevents,d_tv,d_washer,d_washerdryer,d_wheelchairaccessible,d_wirelessinternet,price,neighbourhood_cleansed,cancellation_policy,room_type,property_type
20,Apartment,Private room,moderate,Real Bed,Hackney,150,100,4,2,95,21,2,1.85,0,2,2,340,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,150,Hackney,moderate,Private room,Apartment
10,Apartment,Private room,strict,Real Bed,Hackney,43,100,2,1,90,4,1,3.33,0,1,1,35,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,43,Hackney,strict,Private room,Apartment
20,Apartment,Private room,flexible,Real Bed,Hackney,45,NA,2,1,NA,0,1,NA,0,4,1,NA,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,45,Hackney,flexible,Private room,Apartment
30,Apartment,Private room,strict,Real Bed,Hackney,39,100,2,1,100,1,1,0.36,0,2,1,83,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,39,Hackney,strict,Private room,Apartment
NA,House,Private room,flexible,Real Bed,Hackney,39,100,2,1,100,1,1,0.65,0,1,NA,45,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,39,Hackney,flexible,Private room,House
85,House,Entire home/apt,strict,Real Bed,Hackney,250,100,6,2,98,8,4,0.98,25,3,3,243,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,250,Hackney,strict,Entire home/apt,House
5,Apartment,Private room,moderate,Couch,Hackney,25,0,2,1,96,40,1,0.8,10,1,1,1490,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,25,Hackney,moderate,Private room,Apartment
30,Apartment,Entire home/apt,strict,Real Bed,Hackney,90,67,6,2,93,3,2,0.64,20,2,3,139,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,90,Hackney,strict,Entire home/apt,Apartment
NA,Apartment,Private room,flexible,Real Bed,Hackney,45,NA,2,1,NA,0,1,NA,0,1,1,NA,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,45,Hackney,flexible,Private room,Apartment
NA,Apartment,Private room,flexible,Real Bed,Hackney,30,NA,2,1,NA,0,1,NA,0,3,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,30,Hackney,flexible,Private room,Apartment
20,House,Entire home/apt,strict,Real Bed,Hackney,140,100,6,3,100,1,1,0.06,20,7,2,475,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,140,Hackney,strict,Entire home/apt,House
8,Apartment,Private room,moderate,Real Bed,Hackney,40,100,2,1,94,53,1,4.13,15,1,1,384,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,40,Hackney,moderate,Private room,Apartment
25,Apartment,Private room,flexible,Real Bed,Hackney,45,NA,2,1,NA,0,1,NA,0,1,1,NA,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,45,Hackney,flexible,Private room,Apartment
25,Apartment,Entire home/apt,moderate,Real Bed,Hackney,70,NA,2,1,100,1,1,0.05,0,3,1,573,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,70,Hackney,moderate,Entire home/apt,Apartment
NA,Apartment,Private room,flexible,Real Bed,Hackney,45,NA,2,1,NA,0,1,NA,10,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,45,Hackney,flexible,Private room,Apartment
20,Apartment,Entire home/apt,moderate,Real Bed,Hackney,79,100,4,1,93,9,2,1.08,10,2,2,248,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,79,Hackney,moderate,Entire home/apt,Apartment
NA,Apartment,Private room,flexible,Real Bed,Hackney,25,NA,1,1,NA,0,1,NA,0,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,25,Hackney,flexible,Private room,Apartment
NA,Apartment,Private room,flexible,Real Bed,Hackney,50,NA,2,1,NA,0,1,NA,0,1,1,NA,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,50,Hackney,flexible,Private room,Apartment
NA,Apartment,Private room,moderate,Real Bed,Hackney,35,100,1,1,100,6,1,0.33,0,2,1,536,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,35,Hackney,moderate,Private room,Apartment
20,Apartment,Entire home/apt,flexible,Real Bed,Hackney,56,100,2,1,89,35,1,2.45,0,3,1,427,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,56,Hackney,flexible,Entire home/apt,Apartment
20,House,Private room,strict,Real Bed,Hackney,28,100,2,1,97,8,1,0.44,0,1,1,540,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,28,Hackney,strict,Private room,House
15,Apartment,Private room,strict,Real Bed,Hackney,39,100,2,1.5,47,3,2,0.58,10,2,1,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,39,Hackney,strict,Private room,Apartment
NA,Apartment,Private room,moderate,Real Bed,Hackney,45,100,2,1.5,90,2,1,0.08,5,3,1,757,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,45,Hackney,moderate,Private room,Apartment
8,Apartment,Private room,moderate,Real Bed,Hackney,39,100,2,1,97,30,1,2.54,20,1,1,352,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,39,Hackney,moderate,Private room,Apartment
NA,Apartment,Private room,moderate,Real Bed,Hackney,120,100,2,1,NA,0,1,NA,0,5,1,NA,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,120,Hackney,moderate,Private room,Apartment
35,Apartment,Private room,strict,Real Bed,Hackney,35,91,2,1,89,76,1,1.69,30,3,1,1349,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,35,Hackney,strict,Private room,Apartment
NA,House,Private room,strict,Real Bed,Hackney,73,100,2,1.5,NA,0,2,NA,25,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,73,Hackney,strict,Private room,House
20,Apartment,Entire home/apt,strict,Couch,Hackney,70,100,2,1,94,29,1,0.9,0,2,1,970,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,70,Hackney,strict,Entire home/apt,Apartment
NA,Apartment,Private room,flexible,Real Bed,Hackney,80,NA,2,2,NA,0,1,NA,0,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,Hackney,flexible,Private room,Apartment
NA,Apartment,Private room,flexible,Real Bed,Hackney,55,NA,2,1,100,1,1,0.12,0,2,1,239,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,55,Hackney,flexible,Private room,Apartment
15,Apartment,Private room,moderate,Real Bed,Hackney,20,NA,2,1,91,8,1,0.52,15,1,1,459,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,20,Hackney,moderate,Private room,Apartment
15,Apartment,Private room,moderate,Real Bed,Hackney,65,100,2,1,100,8,1,1.49,0,1,1,160,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,65,Hackney,moderate,Private room,Apartment
NA,House,Private room,flexible,Real Bed,Hackney,20,NA,1,1,NA,1,1,0.11,0,2,1,282,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,20,Hackney,flexible,Private room,House
60,Apartment,Entire home/apt,flexible,Real Bed,Hackney,150,98,6,1,91,39,4,3.3,19,2,2,353,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,150,Hackney,flexible,Entire home/apt,Apartment
NA,Apartment,Private room,moderate,Real Bed,Hackney,45,67,2,1,88,10,1,0.22,10,1,1,1343,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,45,Hackney,moderate,Private room,Apartment
10,Apartment,Private room,strict,Real Bed,Hackney,37,100,1,2,90,98,1,2.2,25,1,1,1336,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,37,Hackney,strict,Private room,Apartment
20,Apartment,Entire home/apt,flexible,Real Bed,Hackney,100,100,4,2,NA,0,1,NA,60,2,2,NA,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1,100,Hackney,flexible,Entire home/apt,Apartment
40,Apartment,Entire home/apt,moderate,Real Bed,Hackney,98,86,4,2,100,3,1,0.2,0,2,2,443,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,98,Hackney,moderate,Entire home/apt,Apartment
10,House,Private room,moderate,Real Bed,Hackney,65,100,2,2,97,23,1,4.83,10,2,1,142,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,65,Hackney,moderate,Private room,House
NA,Apartment,Private room,flexible,Real Bed,Hackney,125,100,2,NA,NA,0,1,NA,0,1,1,NA,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,125,Hackney,flexible,Private room,Apartment
60,Apartment,Private room,strict,Real Bed,Hackney,60,90,2,1,NA,0,1,NA,40,4,1,NA,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,60,Hackney,strict,Private room,Apartment
10,Apartment,Private room,flexible,Real Bed,Hackney,38,NA,2,1,70,2,1,0.26,0,3,1,230,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,38,Hackney,flexible,Private room,Apartment
NA,Apartment,Private room,flexible,Real Bed,Hackney,44,NA,2,2,NA,0,1,NA,0,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,44,Hackney,flexible,Private room,Apartment
15,House,Private room,strict,Real Bed,Hackney,39,100,2,1.5,68,5,1,0.44,0,1,1,342,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,39,Hackney,strict,Private room,House
NA,Apartment,Private room,flexible,Real Bed,Hackney,50,NA,1,1,NA,0,1,NA,0,1,1,NA,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,50,Hackney,flexible,Private room,Apartment
10,Apartment,Private room,moderate,Real Bed,Hackney,37,100,2,1,100,1,1,0.16,10,1,1,184,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,37,Hackney,moderate,Private room,Apartment
NA,Apartment,Private room,flexible,Real Bed,Hackney,31,100,2,1,NA,0,1,NA,0,7,1,NA,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,31,Hackney,flexible,Private room,Apartment
NA,Apartment,Private room,flexible,Real Bed,Hackney,75,100,2,1,95,8,1,0.18,0,2,1,1365,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,75,Hackney,flexible,Private room,Apartment
NA,Apartment,Private room,flexible,Real Bed,Hackney,30,86,1,1,100,2,1,2,0,1,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,Hackney,flexible,Private room,Apartment
NA,Apartment,Private room,flexible,Real Bed,Hackney,60,100,2,1,100,1,1,0.2,0,2,1,147,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,60,Hackney,flexible,Private room,Apartment
NA,Apartment,Entire home/apt,flexible,Real Bed,Hackney,70,100,2,1,NA,0,1,NA,0,2,1,NA,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,70,Hackney,flexible,Entire home/apt,Apartment
10,Apartment,Private room,flexible,Real Bed,Hackney,65,75,2,1,100,5,1,0.47,10,1,1,315,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,65,Hackney,flexible,Private room,Apartment
10,Apartment,Private room,strict,Real Bed,Hackney,33,100,2,1,89,8,1,0.48,10,1,1,498,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,33,Hackney,strict,Private room,Apartment
NA,Apartment,Entire home/apt,strict,Real Bed,Hackney,90,33,2,1,95,4,1,0.15,0,3,1,818,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,90,Hackney,strict,Entire home/apt,Apartment
NA,Apartment,Private room,flexible,Real Bed,Hackney,41,100,2,1.5,NA,0,1,NA,10,3,1,NA,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,41,Hackney,flexible,Private room,Apartment
NA,Apartment,Entire home/apt,flexible,Real Bed,Hackney,100,NA,4,1,NA,1,1,0.09,0,2,2,328,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,100,Hackney,flexible,Entire home/apt,Apartment
15,Apartment,Private room,flexible,Real Bed,Hackney,45,100,2,1,NA,0,1,NA,0,1,1,NA,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,45,Hackney,flexible,Private room,Apartment
NA,House,Private room,flexible,Real Bed,Hackney,64,100,2,1,97,8,1,0.82,0,1,1,292,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,64,Hackney,flexible,Private room,House
15,Apartment,Private room,strict,Real Bed,Hackney,50,NA,2,1,NA,0,1,NA,0,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,50,Hackney,strict,Private room,Apartment
25,Apartment,Entire home/apt,moderate,Real Bed,Hackney,280,100,4,1,90,4,2,0.48,20,2,1,250,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,280,Hackney,moderate,Entire home/apt,Apartment
30,Apartment,Private room,strict,Real Bed,Hackney,68,NA,2,1,NA,0,2,NA,0,2,1,NA,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,68,Hackney,strict,Private room,Apartment
NA,House,Private room,moderate,Real Bed,Hackney,30,NA,2,3,80,3,1,0.13,0,3,1,691,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,30,Hackney,moderate,Private room,House
NA,House,Private room,flexible,Real Bed,Hackney,35,NA,2,2,95,4,1,0.18,8,1,1,676,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,35,Hackney,flexible,Private room,House
40,Apartment,Entire home/apt,strict,Real Bed,Hackney,120,100,4,1,92,10,2,1.1,25,10,2,270,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,120,Hackney,strict,Entire home/apt,Apartment
NA,House,Private room,flexible,Real Bed,Hackney,100,100,2,1,NA,0,1,NA,0,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,Hackney,flexible,Private room,House
35,Apartment,Entire home/apt,moderate,Real Bed,Hackney,119,100,2,1,90,6,1,0.25,0,2,1,721,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,119,Hackney,moderate,Entire home/apt,Apartment
12,Apartment,Private room,moderate,Real Bed,Hackney,28,75,1,1.5,97,46,1,0.9,20,2,1,1532,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,28,Hackney,moderate,Private room,Apartment
35,Apartment,Private room,strict,Real Bed,Hackney,75,100,2,1,100,1,1,0.48,0,1,2,62,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,75,Hackney,strict,Private room,Apartment
NA,Apartment,Private room,flexible,Real Bed,Hackney,95,NA,2,1,NA,0,1,NA,0,1,1,NA,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,95,Hackney,flexible,Private room,Apartment
NA,House,Private room,flexible,Real Bed,Hackney,32,NA,2,1,80,3,2,0.33,8,1,1,270,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,32,Hackney,flexible,Private room,House
NA,Apartment,Entire home/apt,strict,Real Bed,Hackney,70,NA,2,1,93,3,1,0.15,0,4,1,594,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,70,Hackney,strict,Entire home/apt,Apartment
NA,Apartment,Private room,flexible,Real Bed,Hackney,80,100,2,1,95,38,1,7.04,13,1,1,161,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,80,Hackney,flexible,Private room,Apartment
25,Apartment,Private room,moderate,Real Bed,Hackney,35,NA,2,1,NA,0,1,NA,0,2,1,NA,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,35,Hackney,moderate,Private room,Apartment
40,Apartment,Entire home/apt,moderate,Real Bed,Hackney,113,50,3,1,NA,0,1,NA,20,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,Hackney,moderate,Entire home/apt,Apartment
NA,Apartment,Private room,strict,Real Bed,Hackney,29,100,2,1,96,5,1,0.18,0,5,1,831,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,Hackney,strict,Private room,Apartment
45,Apartment,Entire home/apt,strict,Real Bed,Hackney,80,98,7,1,NA,0,1,NA,0,2,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,80,Hackney,strict,Entire home/apt,Apartment
10,Apartment,Private room,flexible,Real Bed,Hackney,35,67,2,1,100,1,1,0.36,0,1,2,83,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,35,Hackney,flexible,Private room,Apartment
